Index,codigo_1,codigo_2
24059,871779,466114
24060,6697805,531210
24061,8805462,461170
24061,367009,561510
24061,6722554,311520
24061,6736030,461170
24061,680756,465112
24061,687539,561510
24061,935308,561510
24061,6205936,561510
24061,6697592,561510
24061,2393486,561510
24061,2440766,561510
24061,2350479,561510
24061,3249784,561510
24061,8628535,461170
24061,8801351,461170
24061,6700181,561510
24061,8593083,722515
24061,3639206,561510
24061,4518541,561510
24071,762518,434112
24071,2407673,621111
24074,6307969,433110
24077,6923207,621115
24077,8370366,531114
24077,7392678,621111
24077,285874,621910
24077,7467406,621111
24077,7083741,621331
24077,8916546,621113
24077,7083740,621391
24077,7083789,621391
24077,7068221,464111
24077,367853,621398
24077,8171702,464122
24077,687106,435313
24077,8257232,464111
24077,8603341,464111
24077,8268637,621111
24077,1028253,621111
24077,8694911,621111
24077,965328,621910
24077,830685,621111
24077,7816333,621113
24077,8554213,812110
24077,1185353,621511
24077,1132046,621115
24077,8010486,621113
24077,8010441,621113
24077,8010442,621113
24077,8010440,621113
24077,8010485,621113
24077,8010487,621113
24077,8654511,621111
24077,1132045,621115
24077,1389382,621391
24077,8363903,621511
24077,1412750,621111
24077,7755210,464111
24077,9191476,621111
24077,1548414,622111
24077,1602293,621111
24077,1912611,621113
24077,7178391,621113
24077,1789794,621113
24077,7178441,621113
24077,1938699,621113
24077,1789792,621113
24077,7178390,621113
24077,7178440,621113
24077,2460294,621111
24077,1995330,621111
24077,8631979,621111
24080,874881,326199
24083,6352284,466212
24083,6352277,466212
24083,6352289,466212
24083,6351065,466212
24083,6351061,466212
24083,6352285,466212
24083,6352279,466212
24083,6357737,466212
24083,6351067,466212
24083,6349695,466212
24083,6352275,466212
24083,6351063,466212
24083,6357736,466212
24083,2325917,466212
24083,8579521,466212
24083,6352278,466212
24083,6352288,466212
24087,6717762,484232
24088,6814325,541910
24094,6159613,484233
24095,2925898,468211
24097,2930981,323119
24101,6187630,212399
24104,555277,431123
24104,9305401,461123
24104,555286,467111
24104,549616,541610
24107,220790,811219
24107,1624430,561432
24107,8411043,561620
24112,6365059,434225
24112,2968860,434225
24116,3041444,467111
24118,2956009,325310
24123,6731128,434112
24123,6885294,434112
24124,6366016,468411
