Index,codigo_1,codigo_2
22059,6866890,434112
22059,6731333,434112
22059,6959970,811111
22059,126559,811111
22059,7090286,541190
22059,6869293,434230
22059,391285,434230
22059,6869291,468420
22059,6874186,468411
22059,6885248,468411
22059,9001292,468411
22059,8607355,522490
22059,550099,813110
22059,7399874,466212
22059,8442311,541110
22059,764049,812110
22059,1028531,812410
22059,8038635,812110
22059,8415211,323111
22059,8087155,463216
22059,8470984,812110
22059,7759086,322210
22059,1671508,468212
22059,6341731,461130
22059,1648769,493120
22059,2483244,337120
22059,2436415,465311
22059,8668490,811115
22059,8608333,621113
22059,2758119,812110
22059,2751941,812110
22059,9328648,237999
22059,8342098,323119
22059,2935791,541211
22059,6446731,811119
22059,2930693,811111
22059,8409122,327330
22059,3436187,464111
22059,3390125,811111
22059,8855109,337920
22059,8238401,465213
22059,3548493,468311
22059,3580053,811192
22059,8951102,561432
22059,8729862,561432
22059,3622269,811121
22059,6709216,812110
22059,7326399,811430
22059,3882998,811192
22059,7710075,541211
22060,6309419,463310
22060,6348220,463310
22060,1579370,463310
22060,6319724,463310
22060,4081741,463310
22060,4263392,316211
22060,7171385,465215
22060,4363663,463310
22061,6281211,465311
22061,6282012,465311
22061,6847467,465311
22061,6282394,465311
22061,6230790,465311
22061,46404,465311
22061,9312966,465311
22061,8524989,531114
22061,70095,337210
22061,8280049,435412
22061,8313843,433410
22061,9338712,437113
22061,6230900,462112
22061,8304507,465311
22061,7915331,465311
22061,63219,466410
22061,116053,467115
22061,9298504,465311
22061,6283739,465311
22061,6283761,465311
22061,6286216,465311
22061,6286471,465311
22061,6286474,465311
22061,6287006,465311
22061,6252808,465311
22061,6258892,465311
22061,6258893,465311
22061,6320169,465311
22061,6232739,465311
22061,6231017,465311
22061,6231018,465311
22061,67755,465311
22061,7345511,465311
22061,9270373,465311
22061,60202,465311
22061,154525,531114
22061,7633816,541211
22061,9120325,621211
22061,151823,621211
22061,147241,621211
22061,6422856,621211
22061,8849737,621211
22061,147227,621211
22061,147211,621211
22061,57924,621211
22061,147224,621211
22061,153413,621211
22061,147527,621211
22061,147586,621211
22061,147594,621211
22062,7830955,722511
22062,8392124,812110
22062,6773149,812110
22062,8539328,812110
22062,7802128,812110
22062,1932785,461130
22062,6756580,812110
22062,8945819,722511
22063,8007168,339912
22064,796711,434229
22068,872264,465311
22069,2689763,465311
22070,2021753,434222
22072,212434,811410
22073,865780,315229
22074,6325784,339920
22074,9030209,326193
22074,6214898,531119
22076,7743973,531114
22079,857507,621113
22083,8347637,466212
22083,6730799,466212
22087,891994,466212
22090,6190982,323119
22090,8303583,466319
22090,874770,541610
22090,6880164,541610
22090,8650094,541330
22090,7871652,811312
22090,7993033,468211
22090,4523827,236111
22091,955787,722511
22092,6315561,611631
22092,6863048,611631
22093,1053022,532411
22093,6811052,532411
22093,6750658,532310
22096,812774,326193
22096,8732243,326193
22099,6352678,326191
22099,6352679,326191
22099,6352680,326191
22099,6352681,326191
22099,6354928,326191
22099,6347990,435220
22100,2132933,541510
22104,6307787,531210
22106,7092248,463211
22106,1042115,463211
22106,715030,463211
22106,846638,463211
22106,2449561,463211
22107,6809478,432119
22109,596564,722515
22109,764455,431199
22109,758740,461190
22109,7311782,722515
22109,2927422,722511
22109,4256491,461140
22109,4277717,465915
22109,4413023,722515
22110,3949418,435319
22110,6221312,435319
22110,3879716,562111
22111,779752,466114
22112,9307111,485210
22112,8003494,485210
22113,31540,461110
22113,8453582,461110
22113,158281,465915
22113,161768,519122
22113,161777,611162
22113,220834,461130
22113,211365,621211
22113,7436452,465311
22113,8692931,461110
22113,230544,519122
22113,341180,461110
22113,516843,311812
22113,7011245,812110
22113,597635,461110
22113,8712009,315225
22113,8376796,461110
22113,753405,461110
22113,1103518,461110
22113,1345357,311830
22113,7910968,811420
22113,1459682,311830
22113,8483476,434224
22113,1420877,611112
22113,1473777,722518
22113,1609732,465311
22113,1604000,611171
22113,8832558,462112
22113,1823520,465915
22113,1716067,468212
22113,1720289,466212
22113,1902545,466112
22113,1846797,465919
22113,1846807,465919
22113,1876129,713120
22113,1820700,722515
22113,8373433,811311
22113,2066333,434311
22113,2179783,463214
22113,8278215,468212
22113,2240047,465215
22113,7191116,461110
22113,2090960,461190
22113,2312203,465311
22113,2227815,461122
22113,6921756,464113
22113,2533754,541490
22113,2086793,611122
22113,2113636,611122
22113,7074627,611122
22113,2270958,812110
22115,2058185,435210
22115,6806046,435210
22115,4611149,435110
22124,868369,323119
22127,969246,435210
22128,8617092,435220
22132,24148,541110
22132,22590,611122
22132,22618,812410
22132,6915798,332310
22132,9120595,435313
22132,94160,435313
22132,115512,435313
22132,6422505,461110
22132,67869,541110
22132,61788,611122
22132,119501,611122
22132,143968,611122
22132,147992,611132
22132,91492,722515
22132,147993,722515
22132,8515136,811111
22132,121381,811111
22132,155353,811410
22132,6930108,811111
22132,6917002,461212
22132,6288473,462112
22132,159730,611122
22132,167817,611122
22132,161064,611122
22132,184906,611122
22132,193900,611122
22132,194359,611112
22132,203897,611112
22132,185772,611131
22132,195570,722320
22132,282564,332320
22132,7392444,434311
22132,233987,461110
22132,9162423,461190
22132,241958,465216
22132,249248,461110
22132,6701871,462112
22132,6855791,462112
22132,301151,611162
22132,222587,611131
22132,223300,611132
22132,6966573,611112
22132,230513,611112
22132,302792,611112
22132,7920440,611161
22132,313053,621111
22132,7278954,722517
22132,240745,811111
22132,7393019,811111
22132,7711169,321910
22139,704747,468213
22139,902006,468213
22139,2189335,468213
22151,7768640,811199
22155,6348209,435313
22156,6715765,325993
22161,6348851,323119
22163,6509589,484129
22165,7804326,811211
22165,6709301,532493
22167,1034733,611132
22167,8253678,621398
22167,7737180,713943
22167,906626,722515
22167,9121179,722515
22167,7809945,463211
22167,2300369,323119
22167,2320739,465915
22167,8185971,465311
22167,2873451,461212
22167,7956871,434211
22167,8081690,467115
22167,7827639,461110
22167,3434181,461110
22167,4387665,312112
22167,8396798,467115
22167,4359767,465311
22168,8631,811112
22168,293274,468211
22168,458008,811311
22168,6313425,468411
22168,7797073,468412
22168,3260140,811311
22171,6144836,236221
22172,659677,431199
22172,9286951,432112
22173,690021,541810
22174,9241953,435419
22176,2284134,811312
22178,6750400,621511
22178,8212342,339112
22181,933203,466211
22181,3728020,517910
22183,8368459,541110
22184,6801181,466111
22184,6872811,466111
22184,6881435,466111
22184,34742,466111
22184,6872813,466111
22184,6282130,532110
22184,5379,532110
22184,6912002,532282
22184,6728858,532110
22184,8514720,532110
22184,8320692,532110
22184,6189757,532110
22184,58654,532110
22184,109213,532110
22184,6345661,532110
22184,6398779,532110
22184,6284651,532110
22184,6756136,532110
22184,6806647,532110
22184,6814280,532110
22184,8485486,532110
22184,8313744,532110
22184,8514767,532110
22184,116435,532110
22184,6914801,532110
22184,8370434,532420
22184,6727715,532110
22184,7066271,532110
22184,116438,532110
22184,9281611,532110
22184,7622955,532110
22184,8948248,532110
22184,6289079,532110
22184,8766258,532411
22184,8160256,532110
22184,168829,532110
22184,6289946,532110
22184,6231111,532110
22184,6871909,532110
22184,6854423,532110
22184,6289083,532110
22184,6345656,532110
22184,6289059,532110
22184,6806648,532110
22184,6345657,532110
22184,6728598,532110
22184,9369421,532110
22184,173250,532110
22184,162002,532289
22184,9052526,561510
22186,761676,463112
22192,6306307,323119
22192,666190,323119
22193,690946,466312
22193,7616051,466312
22193,1681281,466312
22193,3524004,466319
22195,8827866,467112
22195,762855,467112
22195,3365845,467112
22196,49353,431160
22196,662071,461150
22196,760399,461150
22196,2200049,461150
22197,686312,532289
22199,9334705,236112
22200,8230351,431213
22200,8579336,461212
22207,6732839,468311
22207,7399660,468211
22212,756681,465111
22214,9115039,433110
22214,902407,464113
22214,933813,464113
22214,8488863,464113
22220,928017,434219
22222,9088717,812110
22222,183867,812110
22222,453804,812110
22222,367159,812110
22222,514672,812110
22222,434321,812110
22222,465756,812110
22222,561271,812110
22222,1053139,812110
22222,997364,812110
22222,757364,812110
22222,1124691,812110
22222,1464127,812110
22222,1881888,812110
22222,1839778,812110
22222,7117414,812110
22222,1643923,812110
22222,1794174,812110
22222,2166555,812110
22222,8406642,812110
22222,2391809,812110
22222,2387981,812110
22222,2688986,812110
22222,6440977,812110
22222,2751418,812110
22222,2563730,812110
22222,2699324,812110
22222,3062757,812110
22222,8393940,812110
22222,3187278,812110
22222,3143250,812110
22222,3248617,812110
22222,3475302,812110
22222,3386681,812110
22222,3279210,812110
22222,3444493,812110
22222,3547373,812110
22222,3716207,812110
22222,3845230,812110
22222,3828271,812110
22222,3867916,812110
22222,3932658,812110
22222,3931125,812110
22222,3865471,812110
22222,7235447,812110
22222,4320454,812110
22222,4481760,812110
22222,7080216,812110
22227,6313245,431212
22227,6759159,431212
22227,8963868,461110
22228,134581,811191
22228,7747980,468213
22228,6259057,468213
22228,6265738,468213
22228,6266863,468213
22228,2876750,811191
22228,6273301,468213
22228,6854062,468213
22229,6325771,721312
22232,874805,434229
22233,1012642,434225
22237,6201526,434223
22237,1044681,465215
22237,1507220,466111
22241,8249718,467111
22241,8714139,467111
22241,9089535,467111
22245,6313878,313240
22255,1021726,435220
22257,874599,434221
22257,6757611,434221
22261,6419612,464111
22261,6761250,464111
22261,933791,464111
22261,9277651,464111
22261,6724340,464111
22261,6737571,464111
22261,1622493,464111
22261,6757791,464111
22261,2283649,464111
22261,6208225,464111
22261,2132201,464111
22261,6420361,464111
22261,6744050,464111
22261,2284024,464111
22261,2832023,464111
22261,2835317,464111
22261,2857777,464111
22261,2835472,621111
22261,8536935,621111
22266,6706540,541211
22267,6706540,541211
22268,8442451,465213
22268,954925,465215
22268,933908,465215
22271,6756631,466211
22272,6730379,561920
22273,6318916,434225
22275,6317744,512190
22276,876294,713943
22277,6285457,561330
22277,1006822,465312
22277,8392304,511132
22277,756179,511131
22281,934432,541510
22282,8564289,541510
22284,8564458,541510
22286,8442322,541820
22288,7813447,811219
22292,4129091,465311
22293,749035,811119
22293,8207822,468211
22298,6308227,461150
22300,81865,811219
22302,6348060,431121
22311,6257443,435419
22312,6257464,464112
22312,6265824,464112
22314,8737794,465111
22314,6307710,465111
22314,6308243,465111
22314,6316997,465111
22314,6317794,465111
22314,6318420,465111
22314,6321255,465111
22314,6321257,465111
22314,6809146,465111
22314,676410,465111
22314,6809145,465111
22323,742091,466311
22323,3667366,811420
22328,2196089,621115
22328,8332774,812410
22329,717499,431130
22330,6429681,811111
22330,8315620,811121
22331,6155694,484129
22331,2228454,812410
22333,44433,562998
22333,220191,541110
22333,6882113,561110
22333,2230752,466111
22333,9276525,484239
22333,4558947,561432
22334,644607,326191
22338,762757,541810
22339,6696852,467113
22339,1010176,467113
22339,2846453,467113
22339,2843054,467113
22339,8244378,467113
22339,3839422,467113
22339,3840117,467113
22339,3841405,467113
22339,3842332,467113
22343,1042565,463211
22346,6859615,541190
22347,770139,464121
22348,691641,236211
22352,8668641,434225
22357,7740874,238210
22357,8959195,467111
22357,9237526,434211
22360,4550689,532492
22362,1010109,464111
22362,861011,464111
22364,9299259,484129
22364,6157935,484129
22367,6511310,484119
22367,9316091,484233
22371,6729665,434225
22373,2196529,434222
22381,6305048,315221
22382,1030611,435311
22386,8720870,562911
22390,9325521,236211
22391,740915,811121
22392,6352482,463112
22392,6309530,721113
22392,7237630,811430
22396,6354902,332910
22403,6314595,433420
22405,8539875,541910
22408,9286931,621113
22408,7983334,541690
22409,933669,434222
22421,8539903,531319
22423,960379,811111
22423,960378,811111
22423,9015062,811111
22424,9292068,464111
22424,6733769,464111
22424,7894823,464111
22424,6420471,464111
22424,6697817,464111
22426,6317860,466211
22431,969875,531210
22431,7232256,531319
22431,3681862,611112
22431,3681961,611112
22435,8030547,435419
22439,6306671,311993
22441,9274742,434222
22443,8869748,327999
22443,6869133,325310
22444,656001,461122
22444,8380580,466112
22444,1957318,463211
22444,9356802,465216
22444,6462173,465216
22447,6155376,492110
22451,8030570,435312
22463,1002892,722511
22467,6320105,463212
22467,7710540,463212
22467,8338200,432120
22467,6788392,463212
22467,6320099,463212
22467,6347914,463212
22467,6777479,463212
22467,6777513,463212
22467,6320107,463212
22467,6332390,463212
22467,6855333,463212
22467,8620512,463212
22467,6777514,463212
22467,6320100,463212
22467,6320102,463212
22467,9302499,561110
22467,9295134,463212
22467,6801953,463212
22467,6846903,463212
22467,8499195,463212
22467,6320108,463212
22467,6320104,463212
22467,6847451,463212
22467,6850934,463212
22468,1018221,463112
22469,3271287,463214
22470,1002924,433312
22471,1024347,463113
22473,888881,463111
22474,7756504,315221
22476,6752777,463113
22476,6769668,463113
22477,889060,467115
22477,6758239,467115
22480,653020,311812
22480,1017404,435319
22480,8623076,611312
22480,6313722,622311
22480,8604273,622311
22480,6797633,621511
22480,6317516,722511
22480,9299452,237131
22480,9171383,611112
22480,7050246,611311
22480,6266456,721113
22480,2777373,812310
22480,2778796,812310
22480,6272206,611311
22480,6272353,611311
22480,3359666,722515
22480,6384871,721111
22480,6274545,611171
22480,4037227,611311
22480,6409222,611311
22480,4417288,611171
22480,6409195,611171
22480,6278789,611171
22480,6278222,611161
22481,7622032,465112
22481,8570901,465112
22481,887584,465112
22481,8623026,465112
22481,6736523,465112
22481,7768251,465112
22481,7759629,465112
22481,8458498,465112
22481,9056025,465112
22481,7768080,465112
22481,6728490,334511
22481,6708149,465112
22481,6764868,465112
22482,6732699,531311
22488,6318265,541310
22490,6727229,463216
22490,9144492,812110
22491,6258703,722511
22491,6257510,722511
22493,952431,432120
22497,2327975,465912
22501,869739,722511
22502,6199545,722512
22502,920489,722516
22502,719938,722516
22503,6313860,561720
22508,34467,326193
22508,7461554,322210
22508,6905388,322210
22508,37745,321920
22508,1950,326193
22508,9333701,326193
22508,12053,434223
22508,6924355,433210
22508,8195761,434223
22508,6905880,465914
22508,9223321,484129
22508,6286956,311511
22508,68357,312112
22508,61884,312112
22508,93193,311710
22508,8304292,311710
22508,7344557,322210
22508,124501,326193
22508,6286536,326160
22508,6283191,327213
22508,6772581,327213
22508,6948397,321920
22508,6283863,326160
22508,8319602,321920
22508,6908938,321920
22508,7137876,321920
22508,6284100,332430
22508,6930632,434223
22508,8301272,435110
22508,6282649,434223
22508,6286690,434223
22508,6422750,434223
22508,70763,434223
22508,84358,434223
22508,9026005,466114
22508,6942421,326193
22508,6480568,434223
22508,7772101,311999
22508,6419467,322210
22508,6300293,326160
22508,9002743,321920
22508,9036493,434223
22508,242320,434223
22508,305294,434240
22508,252777,434223
22508,7467114,461212
22508,8166221,321920
22508,320806,461212
22508,9074301,461213
22508,429591,312112
22512,9377815,811410
22514,8301252,621115
22514,101531,622111
22514,8727825,621112
22514,57846,622111
22514,159525,621111
22514,8878973,464111
22514,9049338,621112
22514,271726,621111
22514,468596,621111
22514,6194011,621111
22514,8239899,621111
22514,371156,621116
22514,550115,621113
22514,873444,532289
22514,932680,541941
22514,6232381,621511
22514,960873,621111
22514,828240,622311
22514,952376,621211
22514,6321052,621511
22514,904231,621115
22514,8539218,621511
22514,1283585,621111
22514,7783887,621113
22514,1347768,621113
22514,1244768,621113
22514,1244763,621341
22514,1244795,621113
22514,1347769,621113
22514,1244782,621113
22514,1244766,621111
22514,6432934,621115
22514,1244764,621331
22514,1244762,621113
22514,1244767,621211
22514,6433329,622111
22514,1520930,621111
22514,1624218,621111
