1729|417917|561432|26131|417917|07|CHIAPAS|101|Tuxtla Gutiérrez|0001|Tuxtla Gutiérrez|CIBER SYSTEM WORLD||561432|Servicios de acceso a computadoras|0 a 5 personas|CALLE|TERCERA ORIENTE SUR||||COLONIA|TERAN|||29050|065A|038||||2014-12|16.75111980|-93.16261528||AVENIDA|SEGUNDA SUR ORIENTE|AVENIDA|PRIMERA SUR ORIENTE|CALLE|SEGUNDA ORIENTE SUR|07101561432008681000000000U4
1731|9314831|236111|26132|9314831|09|CIUDAD DE MÉXICO|012|Tlalpan|0001|Tlalpan|LWZ CONSULTORIA ESTRATEGICA|LWZ CONSULTORIA ESTRETEGICA SA DE CV|236111|Edificación de vivienda unifamiliar|0 a 5 personas|CALLE|COAPA|9|EDIFICIO SIN NOMBRE|404|COLONIA|TORIELLO GUERRA|EDIFICIO NOOX|404|14050|0411|017||||2020-11|19.29129349|-99.16151981|EDIFICIO COMERCIAL Y DE SERVICIOS|CALLE|LUIS GONZAGA INCLAN|CALLE|AJUSCO|CALLE|PEÑA POBRE|09012236111000281000000000U3
