23793|6373752|463113|35386|6373752|09|CIUDAD DE MÉXICO|004|Cuajimalpa de Morelos|0001|Cuajimalpa de Morelos|CROCHET SANTA FE|ESTAMBRES CROCHET SA DE CV|463113|Comercio al por menor de artículos de mercería y bonetería|6 a 10 personas|PROLONGACION|VASCO DE QUIROGA|3800||0|COLONIA|ANTIGUA MINA LA TOTOLAPA|CENTRO COMERCIAL SANTA FE|SN|05109|0369|001||||2010-07|19.36221175|-99.27565467|CENTRO Y PLAZA COMERCIAL|CALLE|MARIO PANI|CALLE|NINGUNO|CARRETERA|MÉXICO-TOLUCA|09004463113000461001008824S8
23793|8583158|463113|35387|8583158|09|CIUDAD DE MÉXICO|010|Álvaro Obregón|0001|Álvaro Obregón|TIENDA DE ESTAMBRES CROCHET|ESTAMBRES CROCHET SA DE CV|463113|Comercio al por menor de artículos de mercería y bonetería|0 a 5 personas|CALLE|LAS FUENTES|556|CENTRO Y PLAZA COMERCIAL||COLONIA|JARDINES DEL PEDREGAL|GRAND PEDREGAL PLAZA COMERCIAL|556|01900|128A|026|8128863983||WWW.CROCHETSTORES.COM|2019-11|19.31691231|-99.21216210|CENTRO Y PLAZA COMERCIAL|CALLE|NINGUNO|AVENIDA|AVENIDA DE LA LUZ|CALLE|CRÁTER|09010463113001451000000000S5
