32513|9274386|517311|43791|9274386|16|MICHOACÁN DE OCAMPO       |045|Jiquilpan|0001|Jiquilpan de Juárez|TV REY DEL OCCIDENTE|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|AVENIDA|PRESIDENTE LÁZARO CÁRDENAS NORTE|40||0|COLONIA|SAN CAYETANO|||59510|0060|007|||WWW.TVREY.COM.MX|2020-11|19.99440048|-102.71743802||CALLE|5|CALLE|5|CALLE|5|16045517311000051000007671S7
32513|9274387|517311|43792|9274387|16|MICHOACÁN DE OCAMPO       |108|Zamora|0001|Zamora de Hidalgo|TV REY DEL OCCIDENTE|TV REY DE OCCIDENTE SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|CALLE|PINO SUÁREZ SUR|80||0|COLONIA|CENTRO|||59600|0113|010|||WWW.TVREY.COM.MX|2020-11|19.98808353|-102.28765966||AVENIDA|3|AVENIDA|3|AVENIDA|3|16108517311000081000007671S3
