27843|6492797|713998|53689|6492797|26|SONORA|029|Guaymas|1299|Marina Real|OPERADORA NAUTICA MARINA REAL, S.A. DE C.V.|OPERADORA NAUTICA MARINA REAL SA DE CV|713998|Otros servicios recreativos prestados por el sector privado|6 a 10 personas|PRIVADA|NINGUNO||||MANZANA|MARINA SECA|||85506|1938|002|6222270011|||2016-01|27.94957188|-111.09151514||CALLE|NINGUNO|OTRO (ESPECIFIQUE)|SIN REFERENCIA|OTRO (ESPECIFIQUE)|SIN REFERENCIA|26029713998000052000000000U3
27843|8611219|811499|53690|8611219|27|TABASCO|014|Paraíso|0001|Paraíso|NAUTICA MARINA||811499|Reparación y mantenimiento de otros artículos para el hogar y personales|11 a 30 personas|CALLE|NACIR ANTONIO RAJAL|0|||COLONIA|CENTRO|||86600|0185|009||||2019-11|18.39184375|-93.20911803||CALLE|LEONEL MAGAÑA|CALLE|ÁNGEL SUAREZ RODRIGUEZ|CALLE|LEONEL MAGAÑA|27014811499000283000000000U5
