27579|6740413|541943|53096|6740413|11|GUANAJUATO|023|Pénjamo|0288|Santa Ana Pacueco|VETERINARIA AGROPOL|VETERINARIA AGROPOL SA DE CV|541943|Servicios veterinarios para la ganadería prestados por el sector privado|0 a 5 personas|CALLE|SALAMANCA|110|||COLONIA|SANTA ANA|||36910|0412|035||||2016-10|20.34729456|-102.01883752||CERRADA|ABASOLO|AVENIDA|PADRE HIDALGO|CALLE|IRAPUATO|11023541943000001000000000U4
27582|952841|467111|53097|952841|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|CASA ROCHA||467111|Comercio al por menor en ferreterías y tlapalerías|0 a 5 personas|CALLE|DOCTOR BARRAGAN|91|MERCADO PUBLICO||COLONIA|DOCTORES|MERCADOO HIDALGO ANEXO|344|06720|113A|016|5557611174|||2010-07|19.41454536|-99.14528258|MERCADO PUBLICO|EJE VIAL|2-A SUR (DOCTOR BALMIS)|EJE VIAL|2 SUR (DOCTOR OLVERA)|EJE VIAL|2 SUR (DOCTOR OLVERA)|09015467111005511000000000U1
