3974|2718419|541920|30884|2718419|16|MICHOACÁN DE OCAMPO       |102|Uruapan|0001|Uruapan|ORCE ESTUDIO FOTOGRAFICO||541920|Servicios de fotografía y videograbación|0 a 5 personas|PROLONGACION|JALISCO|1|||COLONIA|EDUARDO RUIZ|||60130|0251|010|4521507420|||2010-07|19.41975018|-102.04853289||CALLE|DOS|PROLONGACION|CEDRERA|PROLONGACION|CEDRERA|16102541920000421000000000U9
3974|2977260|431110|30885|2977260|19|NUEVO LEÓN   |046|San Nicolás de los Garza|0001|San Nicolás de los Garza|ORZA SOLUCIONES||431110|Comercio al por mayor de abarrotes|0 a 5 personas|AVENIDA|SAN NICOLAS|100|CENTRO Y PLAZA COMERCIAL|0|COLONIA|CUAUHTEMOC|CENTRO Y PLAZA COMERCIAL SIN NOMBRE|L F|66450|024A|006||||2014-12|25.73025623|-100.29170908|CENTRO Y PLAZA COMERCIAL|CALLE|TOPACIO|CALLE|ZAFIRO|CALLE|NINGUNO|19046812110012691010000000U9
3974|7562675|462112|30886|7562675|19|NUEVO LEÓN   |048|Santa Catarina|0001|Ciudad Santa Catarina|MINISUPER ORCE||462112|Comercio al por menor en minisupers|0 a 5 personas|CALLE|ALFONSO MARTINEZ DOMINGUEZ|603|||COLONIA|SAN GREGORIO|||66354|0920|011||||2019-11|25.66247912|-100.45459124||CALLE|LEANDRO MARTINEZ LEZA|CALLE|PEDRO REYES|CALLE|PEDRO REYES|19048462112001921000000000U8
