3974|1996315|532282|30881|1996315|15|MÉXICO                      |122|Valle de Chalco Solidaridad|0001|Xico|CASA ORCE ALQUILADORA||532282|Alquiler de mesas, sillas, vajillas y similares|0 a 5 personas|CALLE|SUR 20||||COLONIA|ESTACION XICO|||56613|025A|046||||2010-07|19.27141358|-98.95374087||CALLE|PONIENTE 12|CALLE|PONIENTE 12-A|CALLE|SUR 19|15122532291000171000000000U6
3974|8761126|561431|30882|8761126|15|MÉXICO                      |054|Metepec|0049|San Salvador Tizatlalli|ORZAR ASESORIAS Y COPIAS||561431|Servicios de fotocopiado, fax y afines|0 a 5 personas|PRIVADA|HACIENDA CUATRO CIENEGAS|31|||LOCALIDAD|SAN FRANCISCO|||52149|1190|004||||2019-11|19.25980681|-99.59568091||PRIVADA|TEPETONGO|CALLE|AVENIDA HACIENDA LA QUEMADA|PRIVADA|TEPETONGO|15054541190000101000000000U1
