25434|94211|485210|57641|94211|02|BAJA CALIFORNIA|001|Ensenada|0001|Ensenada|AUTOTRANSPORTES DE BAJA CALIFORNIA ABC|AUTOBUSES DE LA BAJA CALIFORNIA |485210|Transporte colectivo foráneo de pasajeros de ruta fija|0 a 5 personas|CALLE|SEXTA|444|||COLONIA|CENTRO|||22800|0717|027|6461781323|||2014-12|31.86857400|-116.62495386||AVENIDA|GASTELUM|AVENIDA|RUIZ|AVENIDA|BENITO JUÁREZ (QUINTA)|02001485210000231000013397S6
25434|143039|485210|57642|143039|02|BAJA CALIFORNIA|006|San Quintín|0863|Vicente Guerrero                                                                                              |AUTOTRANSPORTES DE LA BAJA CALIFORNIA ABC|AUTOBUSES DE LA BAJA CALIFORNIA SA DE CV|485210|Transporte colectivo foráneo de pasajeros de ruta fija|0 a 5 personas|CARRETERA|TRANSPENINSULAR|107||0|COLONIA|VICENTE GUERRERO|||22920|0874|008||||2010-07|30.73159480|-115.99135146||AVENIDA|ORIZABA|AVENIDA|VICENTE GUERRERO|AVENIDA|VICENTE GUERRERO|02001485210000131000000000U8
