1771|7768611|466112|26210|7768611|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|AUDIO Y VIDEO||466112|Comercio al por menor de electrodomésticos menores y aparatos de línea blanca|0 a 5 personas|CALLE|NINGUNO||PASAJE Y ANDADOR COMERCIAL||COLONIA|VALLEJO|PARADERO LA RAZA|SN|07870|1735|040||||2019-11|19.46877001|-99.13961574|PASAJE Y ANDADOR COMERCIAL|CALLE|GODARD|CALLE|INSURGENTES NORTE|CALLE|GODARD|09005466112001601000000000U4
1771|9045124|466112|26211|9045124|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|AUDIO Y VIDEO||466112|Comercio al por menor de electrodomésticos menores y aparatos de línea blanca|0 a 5 personas|CALLE|GENERAL FELIPE ANGELES|1||0|COLONIA|GENERAL FELIPE BERRIOZABAL|||07180|2625|029|5541595239|||2019-11|19.55737101|-99.13034953||AVENIDA|BRECHA CERRO DEL CHIQUIHUITE|CALLE|CORONA DEL ROSAL|CALLE|CERRADA CORONA DEL ROSAL|09005466112001581000000000U8
1771|701350|466112|26212|701350|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|AUDIO Y VIDEO SAGITARIO||466112|Comercio al por menor de electrodomésticos menores y aparatos de línea blanca|0 a 5 personas|EJE VIAL|1 ORIENTE (ANILLO DE CIRCUNVALACION)||OTRO CONGLOMERADO||COLONIA|ZONA CENTRO|CORREDOR COMERCIAL MERCED|LOCAL 13|15100|0687|002|5582013582|||2014-12|19.42560042|-99.12521384|OTRO CONGLOMERADO|CALLE|CARRETONES|CALLE|PLAZA CARRIZALES|CALLE|ROSARIO|09017468211002601000000000U2
1771|847879|465211|26213|847879|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|AUDIO Y VIDEO Y DULCES||465211|Comercio al por menor de discos y casetes|0 a 5 personas|CALLE|NINGUNO|0||0|COLONIA|PEDREGAL DE SANTO DOMINGO|||04369|0770|025||||2010-07|19.32347273|-99.17301181||CALLE|DALIAS|AVENIDA|ANTONIO DELFIN MADRIGAL|AVENIDA|ANTONIO DELFÍN MADRIGAL|09003465211000191000000000U3
