32505|97254|517311|43743|97254|02|BAJA CALIFORNIA|006|San Quintín|0863|Vicente Guerrero                                                                                              |CABLE SORO|CABLE SORO SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|CARRETERA|BENITO JUAREZ 601    MACLOVIO ROJAS|601|CENTRO Y PLAZA COMERCIAL||COLONIA|MACLOVIO ROJAS|PLAZA MAGNOLIA||22920|0732|012||||2014-12|30.72309530|-115.98930607|CENTRO Y PLAZA COMERCIAL|CALLE|IGNACIO ALLENDE|CALLE|MARIANO MATAMOROS|AVENIDA|LEONA VICARIO|02001517110000031001052498M4
32505|6424171|517311|43744|6424171|02|BAJA CALIFORNIA|006|San Quintín|0585|Lázaro Cárdenas                                                                                               |CABLE SORO S.A DE C.V|CABLE SORO SA DE CV|517311|Operadores de servicios de telecomunicaciones alámbricas|0 a 5 personas|CARRETERA|TRANSPENINSULAR|0|||EJIDO|NUEVO MEXICALI|||22930|0605|022||||2010-07|30.53492527|-115.93416881||CALLE|NINGUNO|CALLE|GRACIANO SANCHEZ|CALLE|MACLOVIO ROJAS|02001517112000011000052498S2
