8066|83417|722515|3342|83417|02|BAJA CALIFORNIA|002|Mexicali|0001|Mexicali|MERCADO DE PASTELES|PROMOTORA JUDIPE SA DE CV|722515|Cafeterías, fuentes de sodas, neverías, refresquerías y similares|0 a 5 personas|BOULEVARD|BENITO JUAREZ||||COLONIA|PROFESORES FEDERALES|||21370|0610|018|||WWW.MERCADODEPASTELES.COM|2014-12|32.61558441|-115.44015326||AVENIDA|MAGISTERIO|CALLE|NINGUNO|AVENIDA|AVENIDA DEL CABILDO|02002722515000211000045893S1
8069|115832|466211|3343|115832|02|BAJA CALIFORNIA|004|Tijuana|0001|Tijuana|LAN EDUCATION|LAN EDUCATION SA DE CV|466211|Comercio al por menor de mobiliario, equipo y accesorios de cómputo|11 a 30 personas|AVENIDA|PASEO CENTENARIO TIJUANA|9211|CENTRO Y PLAZA COMERCIAL||COLONIA|ZONA URBANA RIO TIJUANA|PUEBLO AMIGO|4 26|22320|3836|040|6646824126||WWW.LANW.GRUPO.COM|2014-12|32.53669032|-117.02442606|CENTRO Y PLAZA COMERCIAL|AVENIDA|ALFONSO REYES|BOULEVARD|MANUEL MARQUEZ DE LEON|BOULEVARD|MANUEL MÁRQUEZ DE LEÓN|02004466211000793000000000M0
