23793|6770631|463113|35392|6770631|15|MÉXICO                      |013|Atizapán de Zaragoza|0001|Ciudad López Mateos|CROCHET ATIZPAN|ESTAMBRES CROCHET SA DE CV|463113|Comercio al por menor de artículos de mercería y bonetería|6 a 10 personas|CALLE|VÍA JORGE JIMÉNEZ CANTÚ|0||0|COLONIA|BOSQUE ESMERALDA|25||52930|186A|006||||2016-10|19.55270852|-99.29156082|OTRO CONGLOMERADO|CALLE|NINGUNO|PRIVADA|NINGUNO|PRIVADA|NINGUNO|15013463113000841001008824S4
23793|6373757|463113|35393|6373757|15|MÉXICO                      |037|Huixquilucan|0071|Naucalpan de Juárez|CROCHET INTERLOMAS|ESTAMBRES CROCHET SA DE CV|463113|Comercio al por menor de artículos de mercería y bonetería|0 a 5 personas|CALLE|PALMA CRIOLLO|26||0|COLONIA|CENTRO URBANO SAN FERNANDO LA|||52760|0098|045||||2011-03|19.40647603|-99.27217988||CALLE|CALLE DE LA AMARGURA|CALLE|NINGUNO|PRIVADA|PRIVADA DE ALCÁZAR|15037463113000371000008824S1
