27527|7681120|813210|53044|7681120|15|MÉXICO                      |039|Ixtapaluca|0001|Ixtapaluca|CASA DE PAZ MINISTERIO INTERNACIONAL SHALOM HILLEL||813210|Asociaciones y organizaciones religiosas|0 a 5 personas|CALLE|MIRTO|6|||COLONIA|EL MOLINO|||56560|1118|032||||2019-11|19.30112881|-98.92745133||CALLE|MAGNOLIAS|CALLE|DELFA|CALLE|GUADALUPE VICTORIA|15039813210002171000000000U0
27527|8373645|813210|53045|8373645|15|MÉXICO                      |025|Chalco|0001|Chalco de Díaz Covarrubias|MINISTERIO INTERNACIONAL CASA DE ORACION TABERNACULO DE FE|MINISTERIO INTERNACIONAL CASA DE ORACION TABERNACULO DE FE |813210|Asociaciones y organizaciones religiosas|0 a 5 personas|AVENIDA|SOLIDARIDAD (TEJONES)||||COLONIA|SAN MIGUEL JACALONES|||56604|0769|041||||2019-11|19.26768823|-98.90128314||CALLE|2 DE MARZO|CALLE|5 DE MAYO|CALLE|IGNACIO ZARAGOZA|15025813210002301000000000U2
