25682|1846273|466212|58222|1846273|14|JALISCO|039|Guadalajara|0001|Guadalajara|COMUNICEL|GMOVIL21 SA DE CV|466212|Comercio al por menor de teléfonos y otros aparatos de comunicación|0 a 5 personas|AVENIDA|HIDALGO|469|TECNO CENTRO||COLONIA|CENTRO|TECNO CENTRO|A10|44200|1359|036||||2013-07|20.67720097|-103.34923020|CENTRO Y PLAZA COMERCIAL|CALLE|ZARAGOZA|CALLE|SANTA MONICA|CALLE|MORELOS|14039466212005051000000000S8
25682|8282465|466212|58223|8282465|14|JALISCO|098|San Pedro Tlaquepaque|0001|Tlaquepaque|COMUNICEL|GMOVIL 21 SA DE CV|466212|Comercio al por menor de teléfonos y otros aparatos de comunicación|0 a 5 personas|CALLE|INDEPENDENCIA EJE|74|CENTRO Y PLAZA COMERCIAL||BARRIO|TLAQUEPAQUE CENTRO|CENTRO TECNOLOGICO TLAQUEPAQUE|01|45500|0031|014||||2019-11|20.63927154|-103.31102410|CENTRO Y PLAZA COMERCIAL|CALLE|OBREGON|CALLE|FRANCISCO I. MADERO|CALLE|MORELOS|14098466212002331000000000S3
25682|1729707|466212|58224|1729707|14|JALISCO|094|Tequila|0001|Tequila|TELCEL|COMUNICEL |466212|Comercio al por menor de teléfonos y otros aparatos de comunicación|0 a 5 personas|CARRETERA|CARRETERA INTERNACIONAL|500|||COLONIA|OBRERA|||46400|023A|038||||2014-12|20.89028217|-103.83585528||CALLE|NINGUNO|CALLE|NINFA CASTAÑEDA|PROLONGACION|ABASOLO|14094466212000091000000000U4
