13883|8535459|531319|25666|8535459|26|SONORA|030|Hermosillo|0001|Hermosillo|AVALUOS A1|A1 AVALUOS Y UNIDAD DE VALUACION SA DE CV|531319|Otros servicios relacionados con los servicios inmobiliarios|0 a 5 personas|CALLE|GENERAL JOSE MARIA YAÑEZ||||COLONIA|SAN BENITO|||83190|5429|028|||WWW.AVALUOS.COM|2019-11|29.09132667|-110.95808740||AVENIDA|SAN LUIS POTOSI|AVENIDA|ZACATECAS|CALLE|GENERAL MARIANO ESCOBEDO|26030531319000481000000000S1
13883|6713129|484233|25667|6713129|28|TAMAULIPAS|027|Nuevo Laredo|0001|Nuevo Laredo|A1 TRANSPORTES INTERNACIONALES, S DE RL DE CV|A1 TRANSPORTES INTERNACIONALES S DE RL DE CV|484233|Autotransporte foráneo con refrigeración|0 a 5 personas|AVENIDA|RIVA PALACIO|703|||SECTOR|CENTRO|||88000|128A|012||||2016-01|27.48432230|-99.49473029||CALLE|DR MIER|CALLE|GONZALEZ|CALLE|ALDAMA|28027484129002301010000000U3
