26148|646286|522110|44654|646286|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|BBVA BANCOMER LAS TORRES|BBVA BANCOMER INSTITUCIÓN DE BANCA MÚLTIPLE GRUPO FINANCIERO BBVA SA DE CV|522110|Banca múltiple|6 a 10 personas|CALZADA|Miguel Othón de Mendizabal Oriente|1111||0|COLONIA|NUEVA INDUSTRIAL VALLEJO||SN|07700|0493|010||||2011-03|19.50347599|-99.15604483||OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|09005522110000451001040998S1
26148|9228891|522110|44655|9228891|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|HSBC SUC TORRES LINDAVISTA|HSBC MEXICO INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO HSBC |522110|Banca múltiple|6 a 10 personas|AVENIDA|Miguel Othón de Mendizabal Oriente|343||0|CIUDAD|NUEVA INDUSTRIAL VALLEJO|EDIFICIO COMECIAL Y DE SERVICIOS SIN NOMBRE|SN|07700|0525|005|||WWW.HSBC.COM.MX|2020-04|19.50682052|-99.14583864|EDIFICIO COMERCIAL Y DE SERVICIOS|CALLE|MIGUEL OTHÓN DE MENDIZABAL 343|CALLE|NEPTUNO|OTRO (ESPECIFIQUE)|NINGUNO|09005522110006512000013874S4
