8066|84780|311812|3337|84780|02|BAJA CALIFORNIA|002|Mexicali|0001|Mexicali|MERCADO DE PASTELES|PROMOTORA JUDIPE SA DE CV|311812|Panificación tradicional|6 a 10 personas|BOULEVARD|LAZARO CARDENAS|2584|CENTRO Y PLAZA COMERCIAL|0|FRACCIONAMIENTO|FRACC SANTA LUCIA|CENTRO COMERCIAL CALIMAX|2584|21397|533A|057||||2014-12|32.61517054|-115.39406172|CENTRO Y PLAZA COMERCIAL|CALLE|LAGUNA ZEMPOALA|AVENIDA|RIO SANTA CRUZ|AVENIDA|V. DE LAS MARIPOSAS|02002311812002881001045893M7
8066|8280111|461190|3338|8280111|02|BAJA CALIFORNIA|002|Mexicali|0001|Mexicali|MERCADO DE PASTELES|PROMOTORA JUDIPE SA DE CV|461190|Comercio al por menor de otros alimentos|0 a 5 personas|BOULEVARD|ANAHUAC|0|||COLONIA|HACIENDA DEL BOSQUE|||21355|6060|006|||WWW.MERCADODEPASTELES.COM|2019-11|32.59197579|-115.47462357||AVENIDA|FLORESTA|AVENIDA|MONTES DE TOLEDO|BOULEVARD|ANÁHUAC|02002461190002651000045893S3
