22184|6728598|532110|12813|6728598|03|BAJA CALIFORNIA SUR|009|Loreto|0322|Ejido Loreto al Sur|MEX RENT A CAR|TURISMO GARGO SA DE CV|532110|Alquiler de automóviles sin chofer|0 a 5 personas|CARRETERA|TRANSPENINSULAR KM 7|0||0|COLONIA|CENTRO|AEROPÚERTO INTERNACIONAL DE LORETO|SN|23880|0033|800||||2016-01|25.99226544|-111.35329679|AEROPUERTO|OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|03009532110000101000005687S8
22184|9369421|532110|12814|9369421|03|BAJA CALIFORNIA SUR|003|La Paz|0001|La Paz|NATIONAL ENTERPRISE RENT CAR|CORPORATIVO GAVIOTA SA DE CV|532110|Alquiler de automóviles sin chofer|0 a 5 personas|CALLE|PASEO ALVARO OBREGON|||0|COLONIA|CENTRO|||23000|2267|035||||2021-05|24.15913871|-110.31915558||CALLE|MELCHOR OCAMPO|CALLE|NICOLAS BRAVO|CALLE|MUTUALISMO|03003532110000551000000000U7
