29671|6943993|722511|49201|6943993|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|LAS BRASAS PARRILLA DE BARRIO||722511|Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida|0 a 5 personas|AVENIDA|AJEDRECISTAS|0||0|FRACCIONAMIENTO|LOMAS DE VISTABELLA|||20298|3825|014||||2019-11|21.84500172|-102.25910179||CALLE|VISTA DE LA LUNA|CALLE|VISTA DE LA MONTAÑA|CALLE|VISTA DEL AMANECER|01001722511001921000000000U6
29671|10223|722513|49202|10223|01|AGUASCALIENTES|001|Aguascalientes|0001|Aguascalientes|LONCHERIA LAS BRASAS||722513|Restaurantes con servicio de preparación de antojitos|0 a 5 personas|AVENIDA|INDEPENDENCIA|1886|||FRACCIONAMIENTO|COLEGIO CRISTOBAL COLON|||20115|2386|051|||WWW.LABRASAS.COM|2010-07|21.92625586|-102.29824376||BOULEVARD|LUIS DONALDO COLOSIO|CALLE|POTREROS|CALLE|MONTE BLANCO|01001722219008221000000000U4
