3591|1644119|461110|30102|1644119|14|JALISCO|108|Tuxpan|0001|Tuxpan|GRUPO COMERCIAL EL MEXICANO||461110|Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas|0 a 5 personas|CALLE|JOSE MARIA PINO SUAREZ|42|||COLONIA|CENTRO|||49800|0133|005|3714172572|||2010-07|19.55411179|-103.37528024||CALLE|NICOLAS BRAVO|CALLE|BENITO JUAREZ|CALLE|INSURGENTES|14108461110002732000000000U0
3591|2380364|522110|30103|2380364|15|MÉXICO                      |058|Nezahualcóyotl|0001|Ciudad Nezahualcóyotl|BBVA BANCOMER NEZA COMERCIAL MEXICANA ARAGON|BBVA BANCOMER INSTITUCIÓN DE BANCA MÚLTIPLE GRUPO FINANCIERO BBVA SA DE CV|522110|Banca múltiple|0 a 5 personas|AVENIDA|Bosque de Congo|0||0|COLONIA|BOSQUES DE ARAGON||LOCAL 1|55714|0219|020||||2011-03|19.47000385|-99.05542868||OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|15058522110000541001040998S0
3591|6370504|434223|30104|6370504|19|NUEVO LEÓN   |039|Monterrey|0001|Monterrey|COMERCIALES DEVEK|GRUPO MEXICANO IMPERIAL SA DE CV|434223|Comercio al por mayor de envases en general, papel y cartón para la industria|6 a 10 personas|CALLE|DÍA DEL TRABAJO|4720|||COLONIA|VALLE INFONAVIT SEGUNDO SECTOR|||64350|3485|008||||2010-07|25.73502108|-100.37910900||CALLE|SEGUNDA PRIVADA|AVENIDA|ADOLFO RUÍZ CORTINES|CALLE|CIRCUITO OBRERO|19039434223000091002002913S0
