26148|9230280|522110|44643|9230280|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|BANAMEX TORRE MAYOR|BANCO NACIONAL DE MÉXICO S A INTEGRANTE DEL GRUPO FINANCIERO BANAMEX SA|522110|Banca múltiple|6 a 10 personas|AVENIDA|Paseo de la Reforma|505||0|NINGUNO|Cuauhtémoc|||06500|0930|014|||HTTPS://WWW.BANAMEX.COM|2020-04|19.42389076|-99.17525718||OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|09015522110018032000013860S8
26148|9229998|522110|44644|9229998|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|BANAMEX TORRE WTC|BANCO NACIONAL DE MÉXICO S A INTEGRANTE DEL GRUPO FINANCIERO BANAMEX SA|522110|Banca múltiple|6 a 10 personas|OTRO (ESPECIFIQUE)|MONTECITO|38|||COLONIA|NAPOLES|||03810|0219|001|||HTTPS://WWW.BANAMEX.COM|2020-04|19.39417504|-99.17515026||OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|OTRO (ESPECIFIQUE)|NINGUNO|09014522110012452000013860S7
