27842|8865396|722517|53683|8865396|16|MICHOACÁN DE OCAMPO       |053|Morelia|0001|Morelia|PIZZAS DE LENA|GRUPO AVAL DE MORELIA SA DE CV|722517|Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar|0 a 5 personas|AVENIDA|ACUEDUCTO|1170|EDIFICIO SIN NOMBRE|2|COLONIA|CHAPULTEPEC|EDIFICIO COMERCIAL Y DE SERVICIO SIN NOMBRE|PB|58260|1944|002||||2019-11|19.69651221|-101.16810673|EDIFICIO COMERCIAL Y DE SERVICIOS|CALLE|ALCAZAR DE CHAPULTEPEC|CALLE|NINOS HEROES|CALLE|CENTRAL|16053722517005881000048843S9
27842|8341155|467111|53684|8341155|21|PUEBLA|114|Puebla|0001|Heroica Puebla de Zaragoza|REFACCIONARIA AVAL||467111|Comercio al por menor en ferreterías y tlapalerías|0 a 5 personas|AVENIDA|21 PONIENTE|1510|||COLONIA|SANTIGO|||72410|0588|017||||2019-11|19.04269765|-98.21434885||CALLE|17 SUR|PRIVADA|21 PONIENTE|AVENIDA|19 PONIENTE|21114467111019731000000000U4
