14127|620463|811121|7640|620463|08|CHIHUAHUA|050|Nuevo Casas Grandes|0001|Nuevo Casas Grandes|TALLER CARRASCO||811121|Hojalatería y pintura de automóviles y camiones|0 a 5 personas|CALLE|PLAN ALEMAN|3002|||COLONIA|DUBLAN|||31710|0691|047|6361152162|||2010-07|30.43319169|-107.90589865||CALLE|FRANCISCO IBARRA (PRIMERA)|CALLE|MANUEL DUBLAN|BOULEVARD|LIBRAMIENTO MANUEL GÓMEZ MORÍN|08050811121000281000000000U6
14127|541870|811211|7641|541870|08|CHIHUAHUA|017|Cuauhtémoc|0001|Cuauhtémoc|TALLER DE RADIO Y TELEVISION CARRASCO||811211|Reparación y mantenimiento de equipo electrónico de uso doméstico|0 a 5 personas|CALLE|MIGUEL HIDALGO|510|MERCADO PUBLICO|77|COLONIA|CIUDAD CUAUHTÉMOC CENTRO|MERCADO MUNICIPAL DE CUAUHTEMOC|2|31500|0729|030|6251013708|||2010-07|28.40924445|-106.86582627|MERCADO PUBLICO|CALLE|3A|CALLE|5A|CALLE|REFORMA|08017811211000011000000000U5
14127|624313|811121|7642|624313|08|CHIHUAHUA|052|Ojinaga|0001|Manuel Ojinaga|TALLER DE SOLDADURA CARRASCO||811121|Hojalatería y pintura de automóviles y camiones|6 a 10 personas|CALLE|DECIMA|0||0|COLONIA|EMILIANO ZAPATA|||32882|1552|011|6261009862|||2010-07|29.55169509|-104.40501824||AVENIDA|HIDALGO|AVENIDA|PRESIDIO|CALLE|8A|08052811111000381000000000U1
