3631|7162083|466212|30151|7162083|14|JALISCO|120|Zapopan|0001|Zapopan|VENTA DE CELULARES Y ACCESORIOS ENTORNO COMUNICACION||466212|Comercio al por menor de teléfonos y otros aparatos de comunicación|0 a 5 personas|AVENIDA|GUADALUPE|6445|||COLONIA|CHAPALITA INN|||45010|4605|005|333475504|||2019-11|20.65892003|-103.44377924||CALLE|LA CAPILLA|CALLE|MISION SANTO TOMAS|PRIVADA|FRIDA KAHLO|14120466212004901000000000U3
3632|9376299|468419|30152|9376299|18|NAYARIT|017|Tepic|0001|Tepic|CARBONERIA CARBOPACK||468419|Comercio al por menor de otros combustibles|0 a 5 personas|CALLE|TETEWA|15|||ZONA COMERCIAL|NAYARABASTOS||||0972|037|3113735329|||2021-11|21.47553966|-104.85759709||CALLE|SAUTARI|CALLE|TEIMOC|CALLE|CHEMIVU|18017468419000111000000000U6
