8031|3789324|327330|3217|3789324|25|SINALOA|011|Guasave|0001|Guasave|CONSTRUCBLOCK|CONSTRUCBLOK SA DE CV|327330|Fabricación de tubos y bloques de cemento y concreto|0 a 5 personas|CALLE|CHIHUAHUA||||COLONIA|EDUARDO LABASTIDA|||81029|070A|001||||2010-07|25.58371772|-108.47250432||AVENIDA|LOS OLIVOS|AVENIDA|PATZCUARO|CALLE|IZTACCÍHUATL|25011327330000122000000000S7
8032|7696771|434224|3218|7696771|05|COAHUILA DE ZARAGOZA|035|Torreón|0001|Torreón|CENTRO DE DISTRIBUCION ZONA NORESTE AC TABLEROS Y MADERAS|AC TABLEROS Y MADERAS SA DE CV|434224|Comercio al por mayor de madera para la construcción y la industria|11 a 30 personas|CALLE|ADOLFO AYMES|221||0|CIUDAD INDUSTRIAL|CIUDAD INDUSTRIAL|||27019|0761|072|8717506651||WWW.CARPIMART.COM|2019-11|25.59020034|-103.39915207||CALLE|CIRCUITO ENRIQUE DE LARA|CALLE|AYMES|CIRCUITO|CIRCUITO ENRIQUE DE LARA|05035434224000523000000000U4
