3631|8650125|466212|30148|8650125|14|JALISCO|063|Ocotlán|0001|Ocotlán|ENTORNO EN COMUNICACION S.A. DE C.V.|ENTORNO EN COMUNICACION SA DE CV|466212|Comercio al por menor de teléfonos y otros aparatos de comunicación|0 a 5 personas|CALLE|HIDALGO|201|||COLONIA|CENTRO|||47800|0106|005||||2019-11|20.34908552|-102.77397834||CALLE|RAMON CORONA|CALLE|REFORMA|CALLE|MORELOS|14063466212000621000054523S3
3631|1882807|466212|30149|1882807|14|JALISCO|006|Ameca|0001|Ameca|ENTORNO EN COMUNICACION TELCEL||466212|Comercio al por menor de teléfonos y otros aparatos de comunicación|0 a 5 personas|CALLE|GENERAL ZARAGOZA|36|||COLONIA|CENTRO|||46600|0311|012|3334621884|||2010-07|20.54781244|-104.04605469||CALLE|GENERAL GUERRERO|CALLE|MORELOS|CALLE|GENERAL ZEPEDA|14006517910000051000000000U0
