27822|4539217|465914|53645|4539217|31|YUCATÁN       |050|Mérida|0001|Mérida|ENVASUR|ENVASUR SA DE CV|465914|Comercio al por menor de artículos desechables|0 a 5 personas|CALLE|22|87|||COLONIA|SAN ANTONIO CINTA|||97139|4617|022|9999447777||WWW.ENVASUR.COM|2014-12|21.00628363|-89.60372863||CALLE|11|CALLE|9|CALLE|20|31050465914001631000049961S9
27823|4512390|466211|53646|4512390|31|YUCATÁN       |050|Mérida|0001|Mérida|COMERCIALIZADORA TECNOLOGICA DIVERSUS||466211|Comercio al por menor de mobiliario, equipo y accesorios de cómputo|6 a 10 personas|CALLE|16|185||0|COLONIA|COLONIA MEXICO NORTE|||97137|523A|015|999442100|||2010-07|21.00249381|-89.60234843||CALLE|19|CALLE|17|CALLE|18|31050466211001302000000000U7
