8050|7710514|465112|3256|7710514|05|COAHUILA DE ZARAGOZA|035|Torreón|0001|Torreón|VENTA DE JOYERIA: PLATA FINA GUADALAJARA||465112|Comercio al por menor de artículos de joyería y relojes|0 a 5 personas|BOULEVARD|REVOLUCION|2387|||COLONIA|TORREON JARDIN|||27000|1488|032||||2019-11|25.53570739|-103.42334884||CALLE|EL SIGLO DE TORREON (22)|CALLE|TREVIÑO (24)|AVENIDA|PRESIDENTE CARRANZA|05035465112001041000000000S5
8050|593714|811499|3257|593714|08|CHIHUAHUA|037|Juárez|0001|Juárez|JOYERIA GUADALAJARA||811499|Reparación y mantenimiento de otros artículos para el hogar y personales|0 a 5 personas|AVENIDA|BENITO JUAREZ|292|||COLONIA|ZONA CENTRO|||32000|083A|005||||2010-07|31.74188686|-106.48511837||CALLE|IGNACIO MEJIA|CALLE|ABRAHAM GONZALEZ|CALLE|FRANCISCO VILLA|08037811499000121000000000U1
8050|7412287|465112|3258|7412287|11|GUANAJUATO|020|León|0001|León de los Aldama|JOYERIA GUADALAJARA||465112|Comercio al por menor de artículos de joyería y relojes|0 a 5 personas|CALLE|HERMANOS ALDAMA|217||402|COLONIA|CENTRO|||37000|0637|005||||2019-11|21.12408602|-101.67977601||CALLE|PEDRO MORENO|BOULEVARD|ADOLFO LOPEZ MATEOS PONIENTE|CALLE|5 DE MAYO|11020465112002431000000000U1
