Index, codigo_1, codigo_2
14080, 720082, 532411
14082, 8904375, 435419
14082, 6257632, 467115
14082, 6257325, 467115
14082, 1014413, 467115
14082, 6419634, 467115
14082, 802816, 467115
14082, 6420288, 467115
14082, 718467, 467115
14082, 8351023, 467115
14082, 1853762, 467115
14082, 1711134, 467115
14082, 1689122, 467115
14082, 1865922, 467115
14082, 7405411, 467115
14082, 1733387, 467115
14082, 1829312, 467115
14082, 7867418, 467115
14082, 1733069, 467115
14082, 9182462, 467115
14082, 9283833, 467115
14082, 9305891, 467115
14082, 6420311, 467115
14082, 6419839, 467115
14082, 6775808, 467115
14082, 6787270, 467115
14082, 6788550, 467115
14082, 6717348, 467115
14082, 6420568, 467115
14082, 6212199, 467115
14082, 9323075, 467115
14082, 8781544, 467115
14082, 6442494, 467115
14083, 9010410, 531113
14086, 8591434, 435220
14089, 980665, 468112
14096, 2033380, 467111
14097, 517244, 431130
14108, 4137102, 488511
14111, 8669234, 333242
14127, 34628, 811491
14127, 6282921, 462112
14127, 52511, 488511
14127, 124419, 541110
14127, 131216, 722514
14127, 65774, 811119
14127, 7710279, 468211
14127, 335687, 812110
14127, 8064470, 531319
14127, 505991, 611122
14127, 521329, 611112
14127, 361207, 611112
14127, 458490, 611112
14127, 508294, 611112
14127, 7217508, 321910
14127, 7236183, 321910
14127, 7186818, 332320
14127, 619184, 434311
14127, 7218357, 434211
14127, 532906, 461110
14127, 7939994, 468211
14127, 574065, 461140
14127, 616374, 467111
14127, 539229, 461211
14127, 7195626, 465311
14127, 624312, 461110
14127, 564493, 468212
14127, 618328, 468212
14127, 543837, 488410
14127, 535622, 611122
14127, 530011, 611112
14127, 527154, 711312
14127, 7186646, 812110
14127, 7235901, 811191
14127, 532957, 812310
14127, 7187327, 812210
14127, 603593, 811119
14127, 618257, 811410
14127, 599701, 811111
14127, 603595, 811119
14127, 620463, 811121
14127, 541870, 811211
14127, 624313, 811121
14127, 528414, 811112
14127, 628516, 811111
14127, 857767, 311812
14127, 1009739, 311812
14127, 6704401, 311812
14127, 8651593, 316991
14127, 7729217, 311830
14130, 9228197, 484129
14130, 6153463, 484129
14130, 6155837, 484239
14130, 6155219, 484129
14132, 870424, 433410
14132, 658698, 434211
14132, 2886241, 468213
14133, 6280945, 462111
14133, 6311719, 462111
14133, 6280941, 462111
14133, 6280943, 462111
14133, 6311718, 462111
14133, 6311722, 462111
14133, 6280975, 462111
14133, 6280939, 462111
14133, 6281755, 462111
14133, 6280932, 462111
14133, 6280950, 462111
14133, 6280949, 462111
14133, 6280948, 462111
14133, 6280940, 462111
14133, 6280942, 462111
14133, 6280938, 462111
14133, 6311720, 462111
14133, 6281757, 462111
14133, 6281706, 462111
14133, 9224926, 722515
14133, 6782769, 462111
14133, 6780560, 462111
14133, 6780485, 462111
14133, 6299217, 462111
14133, 6299222, 462111
14133, 6299214, 462111
14133, 6710992, 462111
14133, 6299223, 462111
14133, 6299228, 462111
14133, 6311739, 462111
14133, 6299221, 462111
14133, 6311738, 462111
14133, 6299187, 462111
14133, 6299211, 462111
14133, 6300622, 462111
14133, 6299213, 462111
14133, 6299132, 462111
14133, 6299225, 462111
14133, 6299216, 462111
14133, 6299226, 462111
14133, 6299219, 462111
14133, 6299188, 462111
14133, 6299208, 462111
14133, 6299215, 462111
14133, 6299218, 462111
14133, 6299220, 462111
14133, 6780694, 462111
14133, 6299212, 462111
14133, 6299210, 462111
14133, 6300620, 462111
14138, 8539298, 541510
14142, 9038665, 435312
14144, 8393107, 465311
14144, 7151758, 561431
14153, 1024455, 463215
14157, 8152778, 811499
14157, 738984, 811499
14162, 779607, 331510
14162, 2973555, 332810
14166, 6739699, 323119
14166, 8636486, 541810
14167, 7057651, 435312
14167, 8761969, 811121
14167, 3331163, 332710
14167, 8341846, 541340
14167, 3609533, 333920
14169, 2196368, 237993
14172, 1978398, 312112
14173, 2255686, 532492
14173, 2000904, 811313
14173, 6698737, 811313
14175, 6347873, 315229
14175, 6312884, 313240
14177, 4315297, 522490
14177, 8397579, 522460
14179, 9338444, 461121
14179, 969882, 461121
14181, 785484, 811111
14183, 759776, 434311
14191, 6700723, 467113
14192, 7564629, 467111
14192, 7914834, 467111
14197, 789662, 433410
14200, 6317994, 468213
14200, 6853731, 468213
14200, 3346922, 468213
14200, 6845187, 468213
14200, 8948134, 468213
14200, 6801809, 468213
14201, 8747557, 468213
14201, 8547082, 468213
14201, 2494258, 468213
14213, 953874, 435312
14215, 810980, 531113
14216, 2977113, 611621
14219, 6256216, 722516
14220, 3256826, 325610
14222, 3357067, 541350
14223, 6973597, 722513
14223, 141532, 931210
14223, 230942, 722517
14223, 7711240, 722514
14223, 437107, 332320
14223, 500657, 461123
14223, 8055841, 722514
14223, 7071214, 462112
14223, 612625, 811430
14223, 529627, 811121
14223, 6695066, 236221
14223, 7401181, 461122
14223, 9138807, 461110
14223, 639267, 811493
14223, 1161742, 461110
14223, 1318373, 461110
14223, 1320066, 468420
14223, 7292442, 468420
14223, 1285226, 461121
14223, 1177293, 461110
14223, 8474960, 461122
14223, 1355290, 531319
14223, 8609298, 531113
14223, 1347158, 722514
14223, 1348399, 722514
14223, 1248066, 722514
14223, 7380989, 811121
