Index,codigo_1,codigo_2
10257,6861804,431160
10258,7870195,434112
10258,6882572,434112
10259,2435241,811312
10261,6146930,237212
10265,165287,238190
10266,6142782,236221
10267,6142814,236111
10268,165140,468211
10268,9049302,468211
10268,162199,468211
10271,115940,517910
10271,378188,611112
10271,448142,624112
10271,481438,624412
10271,548589,624222
10271,869702,435319
10271,1026273,611112
10271,1198404,624212
10271,1316896,931610
10271,1316887,931610
10271,9022126,611112
10271,1590019,611112
10271,7869694,611112
10271,7844697,611112
10271,1623914,624412
10271,7491183,611112
10271,1877748,624412
10271,1955627,931610
10271,1823216,931610
10271,1761813,931610
10271,1789067,931610
10271,1809303,931610
10271,1802116,931610
10271,1652199,931610
10271,8400575,931610
10271,8606397,931610
10271,8619896,931610
10271,8691023,931610
10271,2420210,624222
10271,2398133,931610
10271,7271153,623992
10271,2851863,611112
10271,2772646,611112
10271,2979928,466211
10271,8269394,541510
10271,6235479,622111
10271,3032732,811219
10271,2922661,931610
10271,3058168,611112
10271,3226691,623992
10271,3457326,611112
10271,3470701,611112
10271,3404996,611112
10271,3259573,611112
10271,3434612,611112
10271,8628735,611112
10271,3428922,611112
10271,3459450,611112
10271,3343852,611112
10271,3422700,611112
10275,8285242,468211
10276,236307,561510
10277,265063,467111
10279,229407,434221
10280,6143992,236221
10283,6154606,484129
10284,268793,236211
10284,3505398,434111
10285,6154572,484129
10285,6162261,485410
10286,6300095,435412
10286,8878913,466111
10289,255446,461121
10289,311692,461121
10295,332671,722511
10299,6153727,484233
10300,607358,434222
10302,9379267,541211
10303,7939808,468211
10303,607057,468211
10303,602369,468211
10305,4119785,811499
10306,6292159,431110
10308,1110106,466211
10309,1112943,463310
10311,6326260,337110
10311,6751515,337110
10312,6758291,488190
10312,6715787,488190
10312,6757865,488190
10312,6757817,488190
10312,6760917,488190
10312,6757896,488190
10312,6230776,488190
10312,6757757,488190
10312,6757871,488190
10312,6757904,488190
10312,6757905,488190
10312,6760940,488190
10312,6757902,488190
10312,6761062,488190
10312,6757778,488190
10312,6757813,488190
10312,6506489,488190
10313,1079219,561510
10315,6857784,468411
10318,1901872,315192
10318,3354200,463214
10319,6314926,335999
10319,6412343,435419
10321,1911860,622111
10321,3502853,622311
10321,3514296,621115
10321,6222637,621111
10323,1790723,466212
10323,9204574,466212
10323,9135792,466212
10323,1790952,466212
10323,1935357,466212
10323,1789512,811211
10323,2793298,811430
10323,7100604,811219
10323,3624605,466212
10326,1789953,621320
10327,8869767,468411
10327,8836306,468411
10328,2431248,713943
10330,1215034,722516
10330,7873243,722511
10330,8890815,722310
10330,4562059,722519
10331,6261360,315225
10335,6156381,484231
10338,6187001,212329
10341,7885961,238210
10341,2445885,332320
10341,7140684,238190
10342,1140747,433410
10342,1212116,465311
10342,8609970,465311
10343,1191916,811312
10343,1639631,811121
10345,6766628,532411
10346,1245875,435110
10349,8474971,463211
10349,3564048,463211
10350,9018101,434111
10350,6468648,493130
10352,1499739,468213
10356,1381357,434224
10357,8765340,434211
10359,9232813,464111
10359,9232814,464111
10359,1980291,464111
10359,3100350,464111
10359,8397134,464113
10359,8884502,464111
10359,6727399,464111
10359,9311627,464111
10359,9249198,464111
10359,9250811,464111
10359,9249259,464111
10359,9249679,464111
10359,9249656,464111
10359,9250062,464111
10359,9249554,464111
10359,9249668,464111
10359,9249475,464111
10359,9250086,464111
10359,9250072,464111
10359,9250085,464111
10359,9250161,464111
10359,9250171,464111
10359,9250172,464111
10359,9249775,464111
10359,9249774,464111
10359,8397011,464112
10359,9249477,464111
10359,9249552,464111
10359,9249553,464111
10359,9249476,464111
10359,9250331,464111
10359,9250352,464111
10359,9250413,464111
10359,9250414,464111
10359,9250805,464111
10359,4294179,464111
10359,6725141,464111
10359,4297032,464111
10359,6461460,464111
10359,4433948,464111
10359,4285241,464111
10359,4297174,464111
10359,4300910,464111
10359,4403089,464111
10359,4271998,464111
10359,8396576,464112
10362,8258621,561510
10364,1618728,326193
10364,9281022,468411
10365,1539009,431180
10365,1593499,461160
10365,1525440,461160
10366,288322,332320
10366,6884879,332310
10366,3673259,332710
10369,6335424,336370
10369,9290075,332110
10370,1535988,434225
10370,7869425,434225
10373,229147,611122
10373,7281926,611122
10373,232370,611112
10373,6770693,431150
10373,8442441,541110
10373,1088427,541190
10373,1269227,621113
10373,1516815,311812
10373,8524797,468411
10373,7724903,465311
10373,7395159,461110
10373,2372407,462112
10373,2469890,541110
10373,2423308,812110
10373,3240708,461110
10373,7514001,541110
10373,3518967,332320
10373,4097835,611142
10373,7646538,811111
10374,6146010,532411
10375,7363565,434112
10375,6263142,434112
10375,6263145,434112
10375,6877663,541943
10375,6277670,434112
10375,9216342,434112
10375,6279562,434112
10379,6335432,721112
10381,1586845,237212
10382,1533441,461110
10385,1221060,432120
10385,6204560,465111
10385,2245379,466114
10387,6757467,468411
10387,6857924,468411
10388,3285908,468311
10389,8714359,468411
10389,6378263,468411
10390,6513044,327320
10390,6450039,434211
10390,6448416,434211
10390,6448325,467111
10390,6868420,467111
10390,6879655,467111
10394,2730228,326110
10394,8941258,326120
10394,4318797,434240
10396,6158130,484129
10399,2555336,561520
10400,6797257,468213
10400,2552692,468213
10402,8802315,517311
10402,9274360,517311
10402,9274362,517311
10404,1205335,931210
10404,2470089,931210
10404,8933635,466212
10404,6738153,466212
10404,2620921,466212
10404,2577990,466212
10404,8941388,466212
10404,2559482,517910
10413,1342059,713111
10413,6267473,721111
10415,6148865,236221
10416,3218206,337210
10416,6270763,435412
10419,8428963,461150
10419,9301801,461150
10419,6374450,461150
10419,6374991,461150
10421,3069062,434219
10422,3055280,468211
10428,3079457,434111
10428,9046527,434112
10429,3055978,312142
10431,8638000,721190
10431,3116325,312112
10431,3102770,561432
10431,8429441,561520
10431,8043555,722511
10431,7832824,721190
10433,6862639,468411
10435,6374585,468411
10437,6377095,434221
10437,6733873,434221
10437,3487211,434221
10437,6376872,434221
10437,6406858,434221
10438,3290057,315229
10438,3291789,315225
10439,6871116,431110
10439,3299363,431110
10442,6451536,467116
10446,3546878,467112
10447,6714945,561110
10448,9309950,488519
10448,9327813,434229
10448,7813073,488519
10448,6380105,488519
10448,6380164,488519
10448,6695492,488519
10450,3564148,561510
10452,3593478,434112
10453,6871016,461121
10453,6871017,461121
10453,1831215,461121
10453,2238245,461121
10453,6879005,461121
10453,6879289,461121
10453,3574793,461121
10453,3559324,461121
10453,6884751,461121
10455,3585328,434211
10457,8535782,434225
10458,6744743,238210
10462,86836,811219
10462,420973,466212
10462,7187990,811219
10462,6332877,466212
10462,1201248,466212
10462,1514427,466212
10462,6368244,435311
10462,8745135,466212
10462,6372104,466212
10462,6372099,466212
10462,6372116,466212
10462,6372107,466212
10462,6372097,466212
10462,6813009,466212
10462,6224159,466212
10462,6767631,466212
10462,6367937,466212
10462,6813035,466212
10462,2921956,466212
10462,2998895,466212
10462,6372105,466212
10462,6372106,466212
10462,6372111,466212
10462,7637799,811219
10462,3580012,466212
10462,6381099,466212
10463,8891965,463310
10463,3563505,463310
10463,3581727,463310
10463,3611205,463310
10463,8806998,463310
10464,8178014,466212
10465,6884885,461190
