Index, codigo_1, codigo_2
23641, 6257446, 326199
23641, 8609520, 466319
23641, 2257065, 463113
23642, 954450, 435312
23642, 954820, 435312
23643, 6257242, 335999
23644, 957396, 541510
23646, 6766532, 561310
23647, 8539613, 463214
23648, 900248, 325620
23650, 789752, 238210
23651, 932547, 541510
23653, 903945, 531210
23655, 6257399, 435411
23658, 902725, 464122
23660, 6717526, 325180
23663, 971519, 236221
23664, 6856179, 334410
23664, 9296131, 325999
23669, 6323392, 434227
23669, 6265530, 467114
23669, 6354885, 467114
23669, 6847741, 467114
23672, 911704, 461213
23675, 9283193, 561110
23675, 6807899, 561330
23680, 217268, 467115
23680, 285554, 561610
23680, 8348763, 467115
23680, 6807880, 466112
23681, 2670160, 811312
23681, 3933056, 811111
23681, 7170752, 811410
23681, 8023182, 541420
23683, 6154679, 484129
23684, 6743918, 722516
23687, 6496128, 435419
23693, 645349, 434225
23696, 6297669, 488519
23696, 6355600, 488519
23702, 658296, 435419
23704, 772469, 434211
23704, 8303214, 434211
23709, 8211009, 722511
23709, 236232, 722511
23709, 603003, 722511
23709, 6724365, 722511
23709, 9105229, 722514
23709, 9087625, 722514
23709, 6258505, 722511
23709, 6730094, 722511
23709, 6752400, 722511
23709, 6224485, 722511
23709, 6258526, 722511
23709, 6318328, 722511
23709, 768515, 722511
23709, 1088315, 722512
23709, 1082217, 722511
23709, 7113733, 722511
23709, 9284351, 722511
23709, 6207899, 722511
23709, 6797958, 722511
23709, 9285449, 722511
23709, 9294013, 722511
23709, 9294015, 722511
23709, 2440221, 722511
23709, 6216738, 722511
23709, 3002705, 722511
23709, 9284343, 722511
23709, 9291075, 722511
23709, 6219208, 722511
23709, 6699145, 722511
23709, 9320614, 722511
23709, 3665334, 722514
23709, 6411966, 722511
23709, 6720170, 722511
23709, 9305673, 722511
23711, 1009386, 337210
23715, 7563501, 713943
23716, 9331550, 525210
23716, 1028058, 523110
23716, 6860950, 541610
23716, 6258828, 551112
23716, 6885746, 551112
23716, 882184, 813230
23716, 9129200, 541690
23716, 1147410, 561210
23716, 9230326, 522460
23716, 2207582, 523990
23716, 2797066, 523990
23716, 8411269, 541211
23716, 3436350, 812210
23716, 3909080, 435313
23716, 4576129, 523990
23721, 6858354, 434221
23723, 9333968, 434226
23723, 7426225, 467113
23723, 8997048, 467113
23723, 4307593, 434226
23723, 7644572, 434226
23724, 6798252, 434223
23725, 6215847, 541510
23727, 2937055, 466311
23728, 3040313, 465214
23729, 6856655, 238210
23730, 261563, 541380
23730, 6804899, 811219
23731, 9318539, 335312
23731, 88508, 332320
23731, 6757693, 334310
23731, 6232011, 334110
23731, 6771206, 334110
23731, 6228581, 334310
23731, 6370246, 334310
23731, 6228580, 334110
23731, 9318569, 335312
23732, 9238953, 434221
23732, 9280969, 467111
23738, 8753809, 433110
23738, 3822761, 621111
23738, 3807856, 621111
23740, 2937146, 468411
23742, 3026703, 541310
23743, 2964645, 541211
23746, 6281211, 465311
23746, 6282012, 465311
23746, 6847467, 465311
23746, 6282394, 465311
23746, 6230790, 465311
23746, 46404, 465311
23746, 9312966, 465311
23746, 8524989, 531114
23746, 70095, 337210
23746, 8280049, 435412
23746, 8313843, 433410
23746, 9338712, 437113
23746, 6230900, 462112
23746, 8304507, 465311
23746, 7915331, 465311
23746, 63219, 466410
23746, 116053, 467115
23746, 9298504, 465311
23746, 6283739, 465311
23746, 6283761, 465311
23746, 6286216, 465311
23746, 6286471, 465311
23746, 6286474, 465311
23746, 6287006, 465311
23746, 6252808, 465311
23746, 6258892, 465311
23746, 6258893, 465311
23746, 6320169, 465311
23746, 6232739, 465311
23746, 6231017, 465311
23746, 6231018, 465311
23746, 67755, 465311
23746, 7345511, 465311
23746, 9270373, 465311
23746, 60202, 465311
23746, 154525, 531114
23746, 7633816, 541211
23746, 9120325, 621211
23746, 151823, 621211
23746, 147241, 621211
23746, 6422856, 621211
23746, 8849737, 621211
23746, 147227, 621211
23746, 147211, 621211
23746, 57924, 621211
23746, 147224, 621211
23746, 153413, 621211
23746, 147527, 621211
23746, 147586, 621211
23746, 147594, 621211
23747, 2641531, 466212
23748, 6735010, 433110
23748, 6735009, 621111
23748, 8753787, 433110
23749, 9126764, 518210
23749, 7625342, 466212
23749, 3025650, 435220
23749, 3140966, 561432
23749, 9185612, 541510
23753, 2994930, 435319
23754, 3029218, 433410
23754, 8550367, 465311
23754, 2933718, 465311
23754, 2972464, 561432
23755, 3029741, 541380
23756, 9275240, 434221
23757, 3050847, 321910
23757, 8649406, 337110
23757, 8524444, 466111
23757, 9241087, 337120
23758, 3031778, 811119
23758, 2979111, 811111
23759, 6738931, 435319
23759, 6868636, 435319
23759, 6757832, 435319
23759, 2935040, 435319
23759, 6868635, 466112
23764, 6159448, 484129
23765, 236574, 467111
23765, 253003, 468211
23765, 7695899, 467111
23765, 1231877, 467111
23765, 8630576, 467111
23765, 2231696, 467111
23765, 7872508, 467111
23765, 3439682, 434229
23766, 8754461, 327215
23766, 6365690, 327215
23768, 6366228, 434223
23773, 3004293, 811312
23774, 7368969, 722514
23774, 122849, 722514
