Index,codigo_1,codigo_2
19293,6354909,332720
19293,2231478,332710
19294,270428,465111
19294,234713,722515
19294,8700690,463211
19294,458902,466312
19294,9188572,466312
19294,7912952,466312
19294,934001,432112
19294,7838035,434229
19294,1055470,466312
19294,7838238,466312
19294,827592,464121
19294,7805184,722515
19294,7793261,812110
19294,993267,812110
19294,1082467,466312
19294,8599617,465111
19294,6432631,463211
19294,7281251,339913
19294,7844460,466312
19294,9093261,463215
19294,7426450,466312
19294,1667727,465111
19294,1789730,463211
19294,1760781,466312
19294,1667500,463215
19294,7144041,465111
19294,1783465,463211
19294,7625549,466312
19294,7304805,466312
19294,1823315,466111
19294,1799377,722517
19294,7119639,466312
19294,1978342,466312
19294,7401776,465915
19294,9204255,466312
19294,2214933,466312
19294,6851860,462112
19294,8944242,461110
19294,7362735,722519
19294,2373950,812110
19294,7340827,722511
19294,7123762,561920
19294,7095795,812110
19294,7384588,812110
19294,3001653,461110
19294,8745520,466312
19294,9354686,812110
19294,8200590,461110
19294,8108765,466312
19294,7860004,466312
19295,8938045,435220
19298,784912,434211
19299,8413555,315229
19300,6803468,311423
19300,6741098,311423
19304,6316957,326130
19306,7983129,336370
19309,1473612,311812
19309,7284483,461190
19309,4400235,311812
19309,4362992,561110
19310,2296057,325190
19312,624520,467111
19312,8559608,467111
19312,3343242,467111
19312,3513974,467111
19312,3488322,467111
19312,4142629,467111
19313,6780451,462112
19313,9223811,461212
19313,6286175,462112
19313,6285933,462112
19313,6790433,462112
19313,9226225,461212
19313,6302429,462112
19313,6875109,461212
19313,6307629,461211
19313,893491,461211
19313,6722059,462112
19313,6312779,462112
19313,6796762,462112
19313,1202680,531114
19313,1363700,467111
19313,6336489,462112
19313,1619978,467111
19313,6346590,462112
19313,6350617,462112
19313,6353375,462112
19313,6376462,462112
19313,6380018,462112
19313,6851084,462112
19313,6382355,462112
19313,9244826,461212
19313,9244744,461212
19313,6229262,461212
19313,9244450,461212
19313,9244890,461212
19313,3821208,461212
19313,6391003,462112
19313,6389855,462112
19313,9245425,461212
19313,9245773,461212
19313,9245214,461212
19313,8783239,466111
19313,3922381,466111
19313,3908663,466111
19313,9380102,466111
19313,6398320,462112
19313,6875128,461212
19313,9247458,461212
19313,6407536,462112
19313,6230616,461212
19313,9251353,461212
19314,454840,466410
19314,785886,811312
19314,785919,812110
19314,1990389,468211
19314,4210759,465914
19322,2972693,541330
19325,2926902,325999
19328,1086011,431110
19328,1063275,431110
19328,1077578,431110
19331,612009,463310
19331,7934371,463310
19331,7934473,463310
19331,541370,463310
19331,7236589,713943
19335,3598368,434221
19337,1171491,316211
19339,6331963,316211
19340,3683183,467111
19341,8009779,517910
19343,729747,466312
19343,6202932,434111
19343,2850078,434111
19343,9237398,434111
19347,6467966,312112
19348,8478632,333510
19349,9332090,484129
19351,153596,621211
19351,7016666,713943
19351,334385,811219
19351,7237131,722511
19351,969148,433410
19351,915816,467115
19351,6769428,531210
19351,6801857,722511
19351,6801792,722511
19351,1332477,611171
19351,1927597,468211
19351,7052915,465215
19351,1868997,463211
19351,1881592,465911
19351,6769527,541610
19351,6918556,722516
19351,1963433,722511
19351,7406775,812110
19351,8853133,463310
19351,8881099,463310
19351,7354375,463310
19351,2451176,463310
19351,2532593,463310
19351,8687535,466212
19351,2076947,463211
19351,2420630,812110
19351,2387384,811493
19351,7897221,461110
19351,2992349,236222
19351,8805506,236211
19351,6882371,236211
19351,9269961,465919
19351,6215762,713992
19351,7684234,323119
19351,3106164,434312
19351,3331382,541941
19351,8145415,541941
19351,8316077,321910
19351,8345279,541941
19351,8059016,812110
19351,7178905,327330
19351,8805331,237312
19351,6515808,237312
19351,6935442,434112
19351,4304154,464111
19351,7242567,621511
19352,6146660,236221
19354,7161567,463310
19354,6331773,316211
19354,8033217,463310
19354,8476462,463310
19354,2799503,464122
19358,8092041,434224
19365,9308663,484239
19367,2890829,722517
19367,6772842,461190
19367,3370566,722517
19367,3368217,722517
19367,8592351,722511
19367,6226361,722517
19367,6449775,722517
19367,3411514,722517
19367,3433019,722517
19367,3256357,722516
19367,3323909,722517
19367,3339612,722517
19367,3357747,722517
19367,3458559,722517
19367,3459256,722517
19367,3434343,722517
19368,7087764,434211
19372,9298616,465919
19372,8298678,467111
19372,4006312,722511
19380,6327888,467115
19380,6865464,467115
19380,6260926,467115
19389,3024118,561310
19389,8834862,561310
19389,3862511,811219
19390,6759921,541330
19390,6396620,541330
19390,6397568,541330
19393,4027817,238222
19394,8359011,488511
19396,4076236,463310
19398,7624066,811111
19398,4579192,811312
19399,6770074,467117
19401,1811229,811119
19403,8420543,434223
19404,6770299,541310
19404,8972707,541310
19406,6777202,431121
19406,6785675,431121
19408,6157349,484129
19410,9285098,517311
19410,2623815,517311
19410,9319791,517311
19410,6441669,517311
19410,6805779,517311
19410,9274361,517311
19410,9284788,517311
19410,2606219,517311
19410,6805781,517311
19410,2720436,517311
19411,6143140,236221
19414,8326696,541510
19415,858033,467113
19415,1607943,467113
19415,1610405,467113
19418,9106262,811313
19418,8361148,811313
19422,8911879,517910
19422,6804862,561422
19422,8163414,722511
19423,8376187,467113
19423,8953771,467113
19423,4140632,467113
19423,6751083,467113
19429,8687449,561510
